NAME,DINING TIME,RATING,REVIEW
AlexA,"Dined on February 10, 2018",3,"I was ready for an amazing meal but was really disappointed. Maybe it's just what we ordered, but the only one worth talking about is the Razor Clams which were delicious. Otherwise, everything else was either too bland (croquetas de bacalao), too greasy (pork croqueta) or just not impressive (fideos). I love Battali's other restaurants, but Casa Mono didn't hit the mark for me. I might try again during dinner and get different dishes (other than the clams), but for brunch this is a huge pass for me."
OpenTable Diner,"Dined on February 7, 2018",5,Fantastic food and service
OpenTable Diner,"Dined on February 1, 2018",5,"We have been coming here for 10 years, never disappointed with any of their dishes or wine."
RowlandH,"Dined on February 1, 2018",3,Restaurant Week- The food was well prepared but the entree portion wouldn’t have fed a pigeon. It was more of a snack than a meal. The dessert was awful- Two stale cinnamon buns around some ice cream. Way below Casa Mono’s standards.
ArgenmexFamily,"Dined on January 29, 2018",3,I ordered octopus and it was really hard. My husband ordered the bone marrow and he really enjoyed it.
OpenTable Diner,"Dined on January 28, 2018",5,It was one of the best meals I’ve had in a very long time!
OpenTable Diner,"Dined on January 27, 2018",5,We had an amazing experience celebrating our anniversary! We’ve been there many times but Fernando made it extra special. Thank you!!
OpenTable Diner,"Dined on January 27, 2018",5,Visited Casa Mono for NY Restaurant Week & wasn’t disappointed. The food is impressively fresh & the staff is very attentive (they came over to level our table).
Writergirl2009,"Dined on January 26, 2018",5,"When I got to Casa Mono, I was a little cranky. But the staff there were so patient and attentive, my bad mood disappeared quickly. The food was outstanding and my best friend, who is not food adventurous, said he would love to go back and try some of the other dishes. He thought the mussels were spectacular!  I’m definitely looking forward to visiting this place again."
OpenTable Diner,"Dined on January 24, 2018",3,Serving size is not enough and very small
zip10010,"Dined on January 17, 2018",5,"We reconnend the Pulpo with grapefruit, grilled sardines, fried quail, scallops with green curry. If possible, sit at the kitchen counter to watch the masters at work. Beware of the loud sound volume of the venue, it is not rimantic but fine for a casual dinner."
BenM,"Dined on January 14, 2018",3,This is one of our favorite spots but the food was not as memorable tonight as it usually is
WilliamP,"Dined on January 14, 2018",4,“Sometimes monkey business is the best business of all” -curious george
OpenTable Diner,"Dined on January 12, 2018",5,The food was simply amazing. Even thought they are tapas (small portions) the food is really worth trying. The service was also great. everyone was so attentive. I am definitely going back!
OpenTable Diner,"Dined on January 10, 2018",5,Casa Mono is always the best food and wine period. When I eat at the bar I always meet interesting people and have great conversations. The waitstaff are friendly and helpful and well versed on the food. Order the razor clams. They will make you happy!
OpenTable Diner,"Dined on January 8, 2018",3,"I had been to Casa Mono several times in the last decade.  Last time I went was probably two or three years ago. Since then the quality of the food has decreased while the value went up. Portions were smaller, flavors more bland, and every dish lacked that special kick that made Casa Mono one of my favorite places back in the day."
myosh,"Dined on December 23, 2017",5,"Food was excellent as usual.   The staff at the bar counter was little unfriendly, that was sad."
AndreaP,"Dined on December 8, 2017",5,It was outstanding came into New York City for a quick 48 hour weekend and it was one of the best places we went to!!!
BinLA,"Dined on December 4, 2017",5,Food was delicious!!  Great wine choices also!  We will be back ...
OpenTable Diner,"Dined on November 30, 2017",1,"Disgusting, never going again. Worst service even by NY standard. Very rude staff and manager."
OpenTable Diner,"Dined on November 27, 2017",5,Great wine bar with perfect sized and different tapas. Not the standard italian Mario Batalli comfort food.
OpenTable Diner,"Dined on November 25, 2017",5,"Absolutely delicious food, we sat at the bar so we could see how they cook! Don’t miss it!  Well deserved that Michelin star!"
OpenTable Diner,"Dined on November 17, 2017",3,"Food was good, and I knew going in that it was a tapas restaraunt but I really wasn't expecting 3 scallops to split with my other friend.  The jamón was really good too, same with the steak! I'd check it out for sure"
OpenTable Diner,"Dined on November 15, 2017",5,Great place and food
francemichele,"Dined on November 11, 2017",5,"Casa mini, year after year, doesn’t deceive Extraordinary mix of flavors"
IreneJD,"Dined on November 4, 2017",5,This is my favorite Spanish restaurant in New York (and I am from Spain). They have really good real tapas and a huge wine list. I recommend it to all my local friends.
bradley,"Dined on November 4, 2017",4,Great food.  Good date spot.  Romantic and cozy.  A+.
SusanGC,"Dined on November 4, 2017",5,"Amazing attention paid to every dish, and everything we tried was fantastic. The wine selection is also incredible, with the server making great recommendations."
RobertR,"Dined on November 1, 2017",3,Very small space and deafening noise. Could not carry on a conversation. Felt like a bumper car with all the bumps into my chair and our table.
OpenTable Diner,"Dined on October 31, 2017",5,Amazing food!! Michelin star is well deserved.   Waiter was very attentive!
ViX1,"Dined on October 28, 2017",4,"Overall, nice service. Wish the sommelier had more knowledge about wine"
Wawo,"Dined on October 25, 2017",3,"I've eaten here many times & the food is always fabulous!  The very small cozy restaurant had always been complimented by its choice of background (Mediterranean) music - which allowed you to carry on a conversation.  But not this time!  Suddenly there was hard rock BLASTING thru the restaurant, which I think was quite inappropriate.  When we said something to the hostess, she was totally rude & said that that was how Mario liked it.  Total lack of empathy for the customers!!!"
Juanga,"Dined on September 18, 2017",5,I had high hopes and the team at Casa Mono surpassed our expectations.  Wonderfully creative yet very approachable and delicious dishes.  The grilled avocado that came with the outstanding goat confit was perhaps the most impressive thing I have tasted in years.
DavidLJ,"Dined on September 1, 2017",4,Beautiful food Rude staff
Ktnyan,"Dined on August 24, 2017",5,THE BEST. Never have I been disappointed!
KlausB,"Dined on August 19, 2017",5,Consistently one of our favorite restaurants in the city!
OpenTable Diner,"Dined on August 16, 2017",4,Very good food and the service is great. I would only suggest having sangria.
KenB,"Dined on August 14, 2017",4,"Excellent tapas...especially recommend the creamy eggs, razor clams, and bone marrow dishes. Lunch service was rather poor as our male waiter admitted that he was overwhelmed. But the food is excellent!!! We will go back. 👍👍👍👍👏👏👏👏"
OpenTable Diner,"Dined on August 11, 2017",5,Easily the best dining experience in the city so far and reasonably priced for a Michelin star-rated restaurant.
OpenTable Diner,"Dined on August 5, 2017",5,It's really a good place where you hang out with 2-3 friends and enjoying several small-dishes. Food is special and tasty!
Patneb,"Dined on August 3, 2017",4,It was not the best night for Casa mono.  We have been there before and this was the all time low
ScottB,"Dined on July 29, 2017",5,This place rocks and serves food gasms galore!!!  Best Fois and sweetbreads ive had!!
OpenTable Diner,"Dined on July 25, 2017",3,"Food is at normal level, not as delicious as my expectations..."
DesignOmnivore,"Dined on July 22, 2017",5,Completely authentic Spanish cuisine in a picturesquely intimate atmosphere. Food was delicious. Wine selection (and recommendations) were perfect!
OpenTable Diner,"Dined on July 19, 2017",5,Excellent food. Unique authentic Spanish food.
OpenTable Diner,"Dined on July 15, 2017",4,"Food, as always, was excellent.  We had an early seating (5:30) and did feel we were being rushed a bit to order and to finish."
Ktnyan,"Dined on July 11, 2017",5,"Love this place! All time favorite! The best, never disappoints!"
Julia,"Dined on July 4, 2017",5,The only way to eat Michelin Star food without going broke.  Great ambiance.  Great service.  Authentic.
Miche,"Dined on June 30, 2017",3,"The food is excellent; do be prompt and arrive with your entire party, otherwise you risk being sent to the adjacent bar. The host is quite strict on this point."
Cfondeur,"Dined on June 27, 2017",5,Excellent food in a nice ambience
OpenTable Diner,"Dined on June 24, 2017",3,Hacen cocina española aceptable. La carta de vinos esconde joyas
ATS1,"Dined on June 18, 2017",5,"This was our second visit and loved it both times.  Hard to get a reservation, so both times we went at off peak.  The food is a step above tapas -- creative and generous portions.  The goat dish and stuffed quail were exceptional.  It's a small restaurant and the tables are tight, so be prepared for a cozy experience."
Mar2014,"Dined on June 17, 2017",5,"Casa Mono is one of this restaurants that you can not imagine will be so fantastic. A little tiny place full of fantastic meals. I personally like the fideos & chorizo, the duck and the huevos fritos con patatas as well are great. Almost like  in Casa Lucio in Spain!"
LaFleur,"Dined on May 28, 2017",5,"Wonderful meal sitting at chef counter. Enjoyed all the Spanish wines by the glass, ensalada Mono, razor clams, mussels, ramps, soft shell crab! Dinner and a show."
RichardD,"Dined on May 27, 2017",5,"Creative Cuisine. Saturday lunch does not need a reservation. Brought a foodie friend and enjoyed razor clams, bone marrow and other small plates."
WineMeUp,"Dined on May 23, 2017",3,Jammed into a tiny table in otherwise empty space.
OpenTable Diner,"Dined on May 21, 2017",4,"Not bad - seating a little cramped, we opted to sit at the counter to have more room."
OpenTable Diner,"Dined on May 18, 2017",5,"Fantastic! Best tapas I've ever had and I don't say that lightly. Every dish we tried ranged from great to brilliant. Especially tasty we're the dorado a la plancha and scallops with Serrano pepper curry. Heck, even simple stuff like the pan con tomato and ramps and romesco were outstanding. Very impressive for a mid afternoon lunch. You don't expect to get the same attention to detail you might get at busier times of the day. Service was attentive but unobtrusive. If you're nearby, go."
OpenTable Diner,"Dined on May 13, 2017",5,One of my favorites in NYC!
OpenTable Diner,"Dined on May 7, 2017",5,"Just perfect food and drinks! Best tapas, just compared to some in Spain."
Millie,"Dined on May 1, 2017",4,Great food and wine but quite expensive  Most wines were $85 and up  Table was very small and cramped
Luppi,"Dined on April 28, 2017",5,"Tapas are delicious. Good wine by the glass. Nice service. Negative: although  the place was empty in  a very regular Friday after lunch time (2 pm) and threre was various free tables, I was moved to sit at the counter because of the ""house's rules""."
Bram,"Dined on April 28, 2017",5,"I went for a late lunch, and it was very comfortable, quiet, with excellent service, interesting wine, and excellent food."
PodF,"Dined on April 15, 2017",5,Top class food with exceptional and welcoming service. Treated like we were regulars even though it was only our second visit.  Would highly recommend for a very relaxed but very high standard dining experience. Great wine list with excellent recommendations.  Will definitely return on next visit to NYC
OpenTable Diner,"Dined on April 8, 2017",5,"Wonderful tapas, great ambience. Wonderful lunch options"
ItsGVH,"Dined on April 2, 2017",5,My wife and I have been going to Casa Mono since we first met and it never disappoints.  Sit at the bar/chef table enjoy the view of the chefs doing what they do best.    Casa Mono is our happy place.
LarryW,"Dined on March 27, 2017",3,Wife and I dined at Casa Mono on a Sunday evening while visiting NYC... we felt rushed..had to order all our plates..5 of them at the same time..we thought they would come one at a time..but no 2 came the as soon as they were done here come the other 3..several of the plates got cold..we had all of our plated within 20 minutes...I did talk to the manager and she took one plate off the bill explaining that this standard serving procedure for this restaurant ..we prefer more relaxed dining so I doubt we go back
RobertoV,"Dined on March 27, 2017",4,"It would be great if the chefs behind the counter would smile from time to time.  The kitchen is in the middle of the restaurant, chefs should be open to it ..."
OpenTable Diner,"Dined on March 21, 2017",3,"It was loud and really cramped and we were seated at a table with two strangers, which wasn't really ideal since my fiancé and I had gotten engaged earlier that night. Service was very good, food was solid."
OpenTable Diner,"Dined on March 16, 2017",3,The food was good and so were the staff.  However it was big plate pricing for small (tapas) plates. The dining room is very small but cute. Needless to say I have had much better tapas for a fraction of the price.
Ktnyan,"Dined on March 12, 2017",5,My absolute favorite restaurant in NY. Never disappoints me. The counter in front of the chef is definitely recommended!
marty,"Dined on February 28, 2017",4,"Amazing food, notably the mackarel and flank steak.  The brussel sprouts were disappointing as they are deep friend but everything else was excellent.  The wine recommendation was also bang on."
OpenTable Diner,"Dined on February 28, 2017",2,The food was ok Very small place you can't even move
JesperS,"Dined on February 26, 2017",4,"Very nice restaurant! We visited for a Saturday lunch in late February and had a mix of servings from the menu. Top service, extremely well tasting food. Great cozy/busy feel. We can imagine it gets even better on a warm summer evening!"
JoseManuel,"Dined on February 25, 2017",5,"Excellent food and outstanding service, I will Come back very soon"
chrise,"Dined on February 23, 2017",4,"Great meal, great service. Quiet and intimate space."
WILLIAML,"Dined on February 21, 2017",4,"Glass all around and packed room make for horrendous noise. Food is excellent made of small plates for sharing,  just bring earmuffs..."
ScottAB,"Dined on February 17, 2017",5,Same as it ever was; excellent........................!
OpenTable Diner,"Dined on February 16, 2017",5,Solid food and wine list. Space is super tight but that's NYC
Tia99,"Dined on February 14, 2017",5,Wonderful Spanish restaurant.  Went on a Monday night and loved it.  Razor Clams are amazing!  Loved the Quail too.
OpenTable Diner,"Dined on February 12, 2017",5,"Highlights included the pork belly, stuffed quail, and Fideos with chorizo and clams.  Fantastic wines by the glass as well.  The restaurant is pretty tight quarters but the service was fantastic and we received great recommendations."
OpenTable Diner,"Dined on February 11, 2017",5,I'd been wanting to go here for ages but it was always booked.  My favorite dishes were the steak and the bruschetta but everything was good.  Really enjoyed the wine choices as well.
OpenTable Diner,"Dined on February 11, 2017",5,"Great for late-night dining (it is Spanish-themed, after all).  The menu is beautifully conceived and executed and the wine list is outstanding.  Our waiter was very attentive.  A favorite when we are in New York."
OpenTable Diner,"Dined on February 11, 2017",4,"Excellent tapas and larger plates, with good accompanying wine list. It's a snug place, so it gets a bit crowded fairly quickly. If you show up more than a few minutes before your reservation, they're liable to shunt you off to their Bar Jamon, next door, which is a good place to start your first glass of wine."
Nube,"Dined on February 11, 2017",4,Wonderful creative Spanish meal! The appetizers of fluke carpaccio and pan seared octopus were stellar as was the branzino.....
OpenTable Diner,"Dined on February 10, 2017",5,"Great food, but in small amount😂😂😂"
OpenTable Diner,"Dined on February 9, 2017",4,Impecable service.
Atilla,"Dined on February 8, 2017",4,"Impressive.....even during restaurant week the menu, the kitchen and the staff are first rate.  Unlike some restaurants that prepackage (dear I say, 'reheat') or 'dumb down' their restaurant week offerings....not the case here....the dishes were every bit as good and prepared with the same level of attention as I have experienced during my other visits.    As always, I think the seating is not great (too cramped...hence the 4-star for overall), but the food is so good and the service so seamless that I take the seating as a price worth bearing in order to experience the food, service and 'feel' of this consistently good restaurant.  Highly recommended."
kave,"Dined on February 3, 2017",5,"We had a wonderful experience at Casa Mono! Everything was great - the delicious food prepared right in front of us, the courteous service, and cosy atmosphere! Definitely recommend and will come back to explore more."
OpenTable Diner,"Dined on February 2, 2017",5,Anniversary
OpenTable Diner,"Dined on January 30, 2017",5,This place is great! It was my second time going and it was even better this time around.
OpenTable Diner,"Dined on January 26, 2017",5,"Staff is well  mannered , food is excellent ! Will def come again !!"
ronc,"Dined on January 26, 2017",4,Over fried and over salted. Don't be seduced
Nickidom,"Dined on January 25, 2017",5,Incredible tapas menu. Great variety. Delicious.
Stas,"Dined on January 24, 2017",5,One of the best restaurants in NY;  consistently excellent.
alwayshungry,"Dined on January 23, 2017",4,"Despite being a rainy Sunday evening the restaurant was lively throughout our meal. The space is not large so the tables were close together but the unpretentious vibe gives it a cozy feel, as one would expect at a bar in Spain. Dishes are boldly flavored; the razor clams and charcuterie board I particularly recommend. Definitely leave room for dessert."
KatherineG,"Dined on January 23, 2017",4,Our waiter was fabulous. He helped w/wine selection and organizing our tapas order. Wine and food were very tasty.  Waiter was very helpful and customer conscious. Ambiance was comfortable. Tables are a little close as I kept bumping stuff when getting in/out. Minor. But glad mo one was sitting at next table;)
OpenTable Diner,"Dined on January 22, 2017",2,"Very small, cramped space, extremely loud music which led to diners nearly screaming to have a conversation.  The food was just ok.  We arrived around 10pm for our reservation and, given that it's a tapas place, we asked if could order a couple of dishes at a time, because even when the kitchen spaces them out, it all tends to come out very closely together.  Our server seemed annoyed with our request and then seemed to actively ignored us when we were ready to order.  By the time we had finished our first set of dishes, crudo and cod croquetas, the place was half empty, so I don't know why asking to take our time was such a big deal."
Amy1,"Dined on January 22, 2017",4,"Great neighborhood spot.  Wonderful food and wine, relaxing atmosphere, welcoming vibe.  What more could you ask for?"
108NYC,"Dined on January 21, 2017",5,Food was even better than I remembered (and that was very very good)! Outstanding. Service was incredible server was so knowledgeable. We were pre-theater 5:15 so may explain the quiet noise level. A real gem.
flo2lux,"Dined on January 20, 2017",5,Tapas at their best! I keep going and going to this small restaurant @ Irving place because their food is phenomenal and the atmosphere really good! Each tapas is tasty and their Spanish wines are really good. If you can have a place at the counter you can enjoy the cooking show ! One of my favorite place in the city
OpenTable Diner,"Dined on January 19, 2017",2,Poor food. Overpriced wines.
jrbernardi,"Dined on January 16, 2017",2,"The tables were tiny and packed together like cells in a beehive. Unfortunately they seated someone right on top of us. That person talked loudly and incessantly. I could barely hear what my guest was saying. The food was good, although too salty, even though we requested that they not oversalt."
DanZ,"Dined on January 15, 2017",2,"Honestly, for a Michelin star reataurant, I was disappointed. For the price, go to any one of the thousand other tapas restaurants in NYC. Service was great though. They really were on top of their game and had pride in their job, which was much appreciated during a mediocre meal. This place did not live up to the hype. Duck=chewy, quail=salty, goat=off putting, sea urchin=scrambled eggs (if you have had this dish you know what I mean). On the other hand, the burrata and fluke crudo were pretty good. Maybe I ordered the wrong items on the menu, but I definitely would not recommend nor will I go there again. As a Batali fan this was a total letdown."
FrankH,"Dined on January 15, 2017",5,What a great place.  Close to the subway.  Intimate setting.  Great wine list.  Great menu.
PatiPalma,"Dined on January 15, 2017",5,Great Spanish tapas. Fabulose Spanish wine selection
OpenTable Diner,"Dined on January 14, 2017",5,"Incredible food.  Beautifully presented, amazing flavors, really creative menu well executed, and very extensive wine list.  True to Spain and Tapas"
OpenTable Diner,"Dined on January 14, 2017",5,"Great tapas bar, probably the best I've been to in Manhattan.  Jamon is the best in the city although not up to the same standards as the jamon in Spain. Great ambiance and great wine selection"
Fitzdrum,"Dined on January 6, 2017",1,"The food was outstanding and our server was fantastic. HOWEVER, the Hostess is not fit to work at any restaurant let alone an establishment that prides itself on quality. She opened the doors late, but worse, when a colleague joined us after we ran up a bill of $500+, she said we must move tables - the restaurant was half empty. In addition, the restaurant sent me a link to review the experience, but the site has a bug and my review could not be submitted. This occurred after I spent 10 minutes writing it. This WAS a great restaurant, but it is showing signs of failing. I can no longer recommend it."
KirstenP,"Dined on January 5, 2017",5,Wonderful intimate restaurant with inventive food.
OpenTable Diner,"Dined on January 1, 2017",5,Amazing tapas! Great food such as the razor clams and the bone marrow! Try the baby clams! Great selection of Spanish wine! Great service and ambience! Will return!!!
rons,"Dined on December 31, 2016",5,We cannot come and visit NYC without dining at Casa Mono. It is truly our favorite restaurant in Manhattan!
Doug,"Dined on December 30, 2016",3,"I wish it is more value based then just tasting the larger than tapas.   Also, the wine menu should be more like the European style rather than the US wine menu style.   Maybe I had too much expectation for Casa Mono being all the stars (from NYT and Michellin) but I was somewhat disappointed.   I still like the bone marrow and squids but others were not outstanding...."
OpenTable Diner,"Dined on December 29, 2016",5,My husband and I absolutely love Casa Mono! Every dish here is phenomenal...expertly prepared with quality ingredients! Highly recommend this restaurant to all my friends who are foodies!
JeromeV,"Dined on December 24, 2016",4,"food was good, but desserts slight letdown. serivce a little sloppy. place is very tight"
ChairmanMeeow,"Dined on December 24, 2016",5,"Amazing meal, delicately prepared and expertly served. Knowledgeable handling of food allergy requests."
TrianaTeresa,"Dined on December 21, 2016",5,"A charming, intimate space with top notch service and exquisite tapas.  The fois gras and skirt steak were sublime."
JennyE,"Dined on December 19, 2016",5,"We had a great time at Casa Mono. There were 4 of us and we ordered 8 dinner items plus 2 desserts. Had the meat & cheese plate, Brussels sprouts, scallops,  salad, quail, razor clams, lamb, skirt steak, chocolate ganache, and creams brûlée. We loved it all. It was a fun experience too with the small plates."
Marietta,"Dined on December 19, 2016",4,"Casa Mono was just as good as I remember it 7 years ago. Beautiful room, even better food. We let the waiter pick 7 tapas for us. All were great. Fideos were exceptional. Order a Cortado with your dessert."
oanjao,"Dined on December 17, 2016",5,"Casa Mono is a tiny little tapas restaurant with a lot of character. It's expensive, but it's a good value for a special occasion. The food was excellent, and even the cheapest ""by the glass"" wines are good. You can spend as much as you want to on wine at Casa Mono."
jenesais,"Dined on December 15, 2016",4,"Strangely quiet even for a lunch time, thank goodness. This is a tiny space usually only do-able for the slim with perfect hearing and no intimacies to convey across the minute tables."
OpenTable Diner,"Dined on December 13, 2016",3,"The food was excellent but the hostess rushing us through dinner and wine at the end of the meal because ""the next reservation had already arrived and was waiting"" completely ruined the experience for us. The poor review on service doesn't reflect our waiter, who was lovely."
OpenTable Diner,"Dined on December 12, 2016",5,"Great. The food is great, the atmosphere is great, the staff are attentive....it. Is a brilliant restaurant where you feel like you could sit for an entire evening. Perfect"
JoeP,"Dined on December 10, 2016",5,"We had the last reservation of the night, and sat at the bar in front of the kitchen.  From the recommendation of the wine, to the recommendations for dinner, everything was terrific.  Although we were the last out, we never felt rushed.  An absolutely fantastic place."
OpenTable Diner,"Dined on December 9, 2016",2,"It's been a while since I've been here, but I was sadly disappointed with the food.  In the past, it has been inventive and flavorful, but I found it bland and unexciting this time.  We had the pan con tomate, squid, duck breast and scallops.  It made me sad that it wasn't a great meal."
gregs,"Dined on December 9, 2016",5,Great restaurant.  A young Chef named Tyler was amazing to watch work.  Dishes are so creative and the atmosphere is energetic.  One of NY's best.
LJVPB,"Dined on December 7, 2016",4,"This is a cozy, comfortable place with knowledgeable servers. The dishes were very good to outstanding. We shared four plates and two different wines and we were quite happy with our experience. We'd eat here again!"
Lovemyfood,"Dined on December 5, 2016",4,Very slow and inattentive service. Need improvement.
OpenTable Diner,"Dined on December 4, 2016",5,Each dish better than the next. One of a kind in NYC. Feels like you are in Spain.
OpenTable Diner,"Dined on December 4, 2016",5,This was our second time eating here in the past month or so.  We travel a lot so we are afforded the opportunity to eat great food from all over.  With out a doubt this is our favorite restaurant all around.  We can not wait to come back again.  The bone marrow rocks!!!!
JoeB,"Dined on December 3, 2016",5,Awesome place.   Very diverse small plates menu Excellent service.    I stop here every time I come to Manhattan.
OpenTable Diner,"Dined on December 3, 2016",4,Pricey with small portions but with absolutely exquisite flavors.
Mike,"Dined on December 3, 2016",5,The cafe is very intimate and therefore a bit loud but also very cozy.
RichardM,"Dined on December 3, 2016",4,"First visit, thoroughly enjoyable, early dining before it became too boisterous (for us).  The sausage, duck, scallops and snapper were all delicious with seasonings and variations from the usual.  The ""Spanish prosecco"" was a good start to the meal, and the overall wine selection opened up new tastes."
Choly,"Dined on December 2, 2016",3,Too many tables crammed into a very small space. Food was pretend Spanish. The only acceptable dish was pan con tomate and the crema catalana. Do not waste your time or money. Very disappointed.
OpenTable Diner,"Dined on November 28, 2016",5,Small and cozy!  Outstanding wine and food!  Service was attentive but not overbearing! Home run in my opinion. I cannot wait to go back.
RedGinji,"Dined on November 28, 2016",4,I had the roasted marrow bones. Simply delectable. The accompanying mushrooms and toast were perfection. More imagination.  Better than I have had in Paris! My husband had the lamb sausage and skiry steak. Both deLooking forward to trying more tapas.
OpenTable Diner,"Dined on November 27, 2016",4,Was fine - nothing to write home about.  The space is nice but cramped.  Lots of servers but not much service - had to get up a few times to ask for things.  Food was nice but again was lacking the wow factor.  One notable dish was the brussel sprouts.
Warren,"Dined on November 27, 2016",4,"A very small restaurant with around 20 seats. Dishes were delicious and prices were reasonable, one issue is that when I asked for check they suddenly added a bottle of sparkling water into my check, which I think their service shouldn't be like that."
OlivierSaintVincent,"Dined on November 26, 2016",1,The Michelin Star is a real mistake : Spanish wines are only chosen because of high end price (when the Spanish wine market is still very affordable). Food is not even close from any tapas bar in Madrid. Service is rude.
Nick,"Dined on November 23, 2016",5,Amazing spot with spot on food and flawless service!
tastymorsel,"Dined on November 19, 2016",5,"Fantastic food, wine and service. Attentive and knowledgable staff, great menu. Wonderful experience from start to finish."
lulu,"Dined on November 19, 2016",5,"We had a wonderful night at Casa Mon from start to finish. We were lucky and got a 10pm reservation on a weekend night just a couple of weeks in advance. We arrived a little early, but there was a table available so we sat down right away. The open kitchen was hopping and the crowd in the small space was happily engaged in conversation. It is not a quiet place, but you can hear the waiter and your dinner companions, and for me that is what matters.   There were just two of us, so we couldn't order everything we wanted to try, but that just gives us incentive to return. It was a great meal. Everything we ordered was good. The highlights for us were the quail with potato puree, the razor clams and the Salvador Dali egg with truffled celeriac soup -- and then the saffron ice cream!   For wine, since we were only two, we were happy to be able to select glasses of excellent varieties and we chose our different ones to try - none a disappointment,   This was a real treat and I thank my brother for the recommendation. We will return!"
OpenTable Diner,"Dined on November 19, 2016",5,Every dish was done perfectly with exquisite detail. Every bite was as good as the first
SusannaT,"Dined on November 15, 2016",5,"Love it here, always has innovative dishes with complex flavors. well executed and delicious!"
LBNYC,"Dined on November 14, 2016",4,Wonderful food and knowledgeable server. We learned about the cuisine and a selection of sherry that complemented our meal perfectly.
OpenTable Diner,"Dined on November 14, 2016",5,"We'd like to start by apologizing to the staff at Casa Mono for arriving much later than our reservation. We understand that that can sometimes be difficult to deal with. We are grateful for having been accommodated.  Dinner Wine: Les Paradetes 2011 (If I'm recalling correctly)  Dinner date with the girlfriend was great! Servers were friendly and managers were actively participating in the ongoings of service.  Word of advice: Never skip the Jamón Ibérico.   The Fideos dish is an all time favorite (We've had it before). The caramelized fideos with bits of chorizo remind me of a Dominican rice dish, Arroz con Fideos, commonly found at mom's dinner table. We also had a bone marrow dish whose succulent and earthy flavors carries the mind into the comfort zone. This dish can really set the mood for the rest of the evening. The sea urchin and creamy eggs was, by far, the most extravagant of the group. The dish, we felt, was well-balanced in its many layers. Each component held its own ground but came together quite profoundly. Eggs scrambled with a very healthy serving of olive oil were a great compliment to the sea urchin and a slight tinge of palette-cleansing bitterness from the lime zest to finish each bite.   Dessert was delicious but lacking in comparison to our savory tapas. The Helado de Azafrán,  for instance, was, in all likelihood, intended to be subtle in flavor. However, the mangos coupled with other fresh and dried fruit atop the bowl-shaped helado was perhaps too safe a choice for us.  Always a worthwhile trip to one of our favorite restaurants.  Buen provecho!"
OpenTable Diner,"Dined on November 13, 2016",4,"Really lively place, it was neat getting to see the cooks in action just feet away from you. The food is quite fantastic. The service from the host is amazing, but my server wasn't incredibly attentive or friendly. It's a really convenient way to have some amazing food in a great part of town."
OpenTable Diner,"Dined on November 10, 2016",5,"Small restaurant, small plates, big flavors!  Thoroughly enjoyed our meal.  Service was attentive, helpful and friendly."
OpenTable Diner,"Dined on November 2, 2016",4,Good food & excellent staff !! We definite come again !! Awesome Wine selection ...
Kmcc,"Dined on November 2, 2016",2,"This restaurant was honestly disappointing. I had very high hopes after reading many reviews about it and really wasn't blown away. The food was just ok, the service was just ok, and the setting itself was too."
DimiT,"Dined on November 1, 2016",4,"Very cozy space, friendly and attentive staff and some creative dishes. But 3/5 dishes were hit and miss, and the wine, unless you go for a very expensive one, was average - even average priced wines at this institution should be excellent."
OpenTable Diner,"Dined on October 30, 2016",5,"The food is delicious and outstanding and the service is friendly and efficient.  The only drawbacks are that the tables are small, so one spends some time moving around plates and glasses, and the table bases are big, so sometimes it's a little tricky to figure out where to put your legs.  But the food makes up for all of that."
Marieandkids,"Dined on October 29, 2016",5,We had a wonderful dinner! All was perfect !! See you soon.. Best wishes From France
PamelaC,"Dined on October 25, 2016",4,"What a great birthday dinner for my 12 year old son. He is a foodie and tried everything. Great mussels with chorizo, pulpo, razor clams, steak, lamb sausage, fideos, patata bravas, mushrooms with garlic, and of course wine. He loved watching the open kitchen, and the service was great. I hadn't been in a long time and we'll definitely be back soon."
OpenTable Diner,"Dined on October 23, 2016",5,Amazing food.  We will be back very soon.
OpenTable Diner,"Dined on October 19, 2016",5,Impecable. Comida simple pero sofisticada. Grandes sabores. Muy buen ambiente y buen servicio. Un imperdible en NYC.
judiful,"Dined on October 18, 2016",1,When 1 of the two dishes we ordered for our  second course arrived we were told that they were out of the food we ordered 40 minutes after we placed the order.  They brought another dish 10 minutes later then after 10 more minutes brought our original order way past the time we wanted it and they only comped us for the dish they brought after we didn't want anything else. Food was very spicy garlicky but NOT fresh.
sher,"Dined on October 17, 2016",5,"At first we were disappointed because they did not have razor clams in menu but that was soon forgotten because everything we ordered was fabulous.  Service was excellent.  Great food and wine,  what more do you need."
dannyqg,"Dined on October 15, 2016",5,A nice surprise. Small restaurant but with fabulous food. Will definitely visit again.
OpenTable Diner,"Dined on October 15, 2016",2,"The meal was very lackluster for the price. The house charcuterie was great, with the exception of the terrine, which was overwhelmingly salty. We ate the pan-asian squid next to an oddly flattened, chewy octopus pancake over chunks of smokey grapefruit in a bed of fennel. They were both excellent in concept, but poorly executed. The sausage in the cuttlefish was overcooked and rubbery, the dough fried on bay-leafs was undercooked with the creme brûlée... only the scallops were executed well. It was a disappointing meal that clocked close to $200 - there's many better expressions for that price."
OpenTable Diner,"Dined on October 15, 2016",5,"Amazing experience -- as always. Work with the server to discuss each dish's nuances, so you get exactly what you want. Ask for help with the killer wine list as well"
