NAME,DINING TIME,RATING,REVIEW
KatushiaP,"Dined on February 6, 2024",4,"We had a great time! Celebrated a birthday dinner with friends, intimate setting, staff very attentive, and courteous."
Nicole,"Dined on February 3, 2024",3,"The restaurant was good. It was packed, thankfully we had a reservation. The food was good. We went for restaurant week, and the deal for the price was amazing. The bacon cheeseburger dumplings were amazing. Get those. The drinks were good, but expensive. All in all. Not bad."
OpenTable Diner,"Dined on February 3, 2024",1,"Reservation was at 7:30, didn’t get food until 9pm."
ElaineC,"Dined on January 29, 2024",5,Pork soup dumplings and French onion dumplings AAAAAMAZING!
OpenTable Diner,"Dined on January 28, 2024",2,The food was amazing . However the reception staff and the managers were terrible . We had a reservation at 9 . Part of our group was there by 8:50 . Then the rest of the party came in at 9:08. We were asked to wait at the bar until our party arrived . When our full party arrived we made them aware . They came to the bar hastily and said please close out your tab so you can be seated . The tan was closed however we did not get seated until 9:55 pm . We were pressed for time as we had a show to catch . When we tried to get some kind of clarification they were so short dismissive and rude . 3 other tables were seated before us . On top of there were multiple tables empty. It was just such a bad first experience . However the food was very good . Along with our waiter . But based off that i would not step foot back in that restaurant. The way we were dismissed was just insane
dpNYC,"Dined on January 25, 2024",3,"I don't think the fusion of Chinese, Steak and Seafood worked very well.  Too many things happening.  Individually, the food was pretty good.  Service was good, but a place with prices like this, you should have printed menus and leftovers should be boxed for you.  Scanning a QR code for an $89 steak just doesn't make sense.  And dropping a bunch of boxes on our table to box up our own food is not representative of fine dining."
MarioL,"Dined on January 23, 2024",3,"My partner and I went for restaurant week this year. The place had a lovely ambience with a classic downtown Manhattan feel. Low lighting, quiet music in the background and a feel of a great night out. However, the food quantity we received and for the value was not up to par. The filet minon beef and broccoli should just be called beef and broccoli. Growing up in New York my whole life, I would much rather order from any random Chinese restaurant. The bacon cheeseburger dumplings were not to my personal liking, but the bok choy side was delicious. Overall with drinks and tip, the bill came out to $180 during restaurant week, meaning this would’ve been a $250 plus dinner on a normal night, and for that price, I would not recommend this place at all."
MatthewB,"Dined on January 23, 2024",3,"Drinks were good, and place is like the photos. The food was not great. 'Chicken Satay' as they call it was odd and nothing like traditional (carrot pure breaded). Most of the food was too sweet."
OpenTable Diner,"Dined on January 23, 2024",5,Incredible dumplings and presentation was elevated!
OpenTable Diner,"Dined on January 21, 2024",2,"I arrived at my reservation time and was immediately sat down and showed where to locate the menu using the QR code. However, everything from there was horrible. I had been sat 15 mins and my waiter had not showed up to introduce themselves and see what I needed. After 15 mins, I flagged the waiter walking past me and after stating that I had been waiting for someone to come so I can order / be acknowledged, he responded “I guess I can serve you”. Before he walked away I placed my drink order, and it arrived after 5 mins, but I didn’t see my waiter again. I eventually had to ask another person to find my waiter so I could order food.  This is super disappointing because this was my first experience at this restaurant and it’s unlikely that I will return. I showed up as a party of one, and that was probably my mistake. The other tables with larger parties and couples together had no issue being served. I dine out often alone and did not feel seen or that my experience was just as important as the others from this experience. The waiter was not warm and I had to seek him to get anything. What makes this experience even worse is that I was right in front of the restaurant, near where the waiters based by frequently for materials, so I would have expected for the service to be quicker.  Additionally, my food came out fairly quick. I ordered the shrimp friend rice, chicken wontons & spring roll with two drinks. The rice and wontons were good but the spring rolls taste as if they were fried in old grease and the drinks were not strong. I didn’t bring any of this up to my waiter because I was ready to go and just wanted to pay to leave. This experience ruined my entire night and I decided to call it a night early."
CristalR,"Dined on January 21, 2024",4,"The lobster satay blew me out my seat. Everything was good, but that particular dish, will have me coming back! If you’re a foodie this is place is a must."
HelinaO,"Dined on January 20, 2024",4,Food was amazing but everyone in the back of restaurant was cold.
OpenTable Diner,"Dined on January 17, 2024",5,Amazing food!!!! Great service and beautiful ambience. My favorite restaurant!!!
OpenTable Diner,"Dined on January 16, 2024",5,The made my anniversary amazing thank you so much
JenniferW,"Dined on January 14, 2024",3,"Waiting time  And the table’s are to close together, You can hear everyone business  The food and drinks and  Great!!!!"
OpenTable Diner,"Dined on January 14, 2024",4,great food! just wish they wouldn’t have sat us right infront of the restaurant where the bar was. literally sitting right next to people like we were dining with them
ThatDude,"Dined on January 14, 2024",5,"At the recommendation of several people, I took my wife to celebrate her birthday.  From the moment we arrived to the moment we left we were blown away.  Everything, from the drinks to the dessert, was amazing and the awesome service we received from the staff was the cherry on top.  It's a little pricey to go on a regular basis, but definitely a place to go for a celebratory meal.  I will be back."
OpenTable Diner,"Dined on January 13, 2024",5,"From entry to departure everything was exceptional.  My server Emilio was pleasant n attentive , which matters most to me, presentation with pleasentries go along way with, I do not care for a server being disshoveled serving me food.  I'm easily turned off, hence i don't out all the time!"
FaithW,"Dined on January 11, 2024",4,"Family of four, went for a birthday. Wednesday night, not too crowded. Server, Alex was kind, informative, and patient. Took my parents out who don’t get out much and they insisted on paper menus and a host of request that would have drove me crazy if I were the server, lol. Yet, Alex was kind, patient and accommodating, allowing my mother to exchange a drink she didn’t like the taste of. The food was fresh, hot and tasty. We had the Bass, 9 shrimp, Beijing chicken and short ribs. For sides we had veggie fried rice, white rice (came with the Beijing chicken) and bok choy. Everything was so good. Would recommend to others. Make an reservation and enjoy your night out!"
BarryS,"Dined on January 9, 2024",5,"Alex(Waiter) , food and the music was great……………….."
OpenTable Diner,"Dined on January 7, 2024",5,It was my first time dining and I was very pleased. The staff was remarkable. Everyone was welcoming and attentive. The food was good and the drinks were GREAT. I will definitely be going back.
